ds,yhat,yhat_lower,yhat_upper
2013-03-28,209317.49591998316,66450.12423168868,351701.52798611845
2013-03-29,282740.4885361961,140532.99725824693,421098.612258904
2013-03-30,472906.0114033767,334671.0939670606,611055.5398736139
2013-03-31,526731.4423630659,390628.56030785805,672744.3853704444
2013-04-01,317130.4387671355,184360.2004721361,455382.1943288345
2013-04-02,270331.74210971285,133280.4651552315,417888.96926520724
2013-04-03,294911.86988731736,153146.89359213656,447176.3228360351
2013-04-04,208215.09312192144,58023.30026777976,344844.93093801773
2013-04-05,284236.11051918723,151495.87882021506,421673.6967896517
2013-04-06,476792.74142135377,352930.09207845747,614211.9362032769
2013-04-07,532746.6760423761,396336.00945529353,674994.4451738723
2013-04-08,324965.19782950415,193607.4779224911,472331.90627763816
2013-04-09,279640.8963913298,140841.10168845757,412240.5751967456
2013-04-10,305324.9582048649,157805.03574891525,442352.4744295118
2013-04-11,219347.42653719624,84465.34340983375,355083.25078481686
2013-04-12,295699.8437352077,155061.79454645482,439609.94253440754
2013-04-13,488207.60907344474,354371.57161116955,627964.821689269
2013-04-14,543750.1099829944,404838.8979640001,682812.3653885945
2013-04-15,335221.5683727665,197508.17439540382,474425.0056119222
2013-04-16,288849.6538675874,158195.4017999793,428114.78826145775
2013-04-17,313227.4899574494,172029.09255022006,458586.1252047312
2013-04-18,225732.48736822576,77635.17182013599,374308.4021435682
2013-04-19,300407.4634113518,158870.5089093054,446204.5814367952
2013-04-20,491131.4274216329,345404.4323734027,623024.566483732
2013-04-21,544838.1369081787,404614.01278916304,682111.5168956278
2013-04-22,334475.411462123,197895.05353571748,477371.36296957964
2013-04-23,286322.2987689156,153877.8448344466,423632.61182391515
2013-04-24,309019.75729430525,178978.80386576997,440241.3285426428
2013-04-25,219988.3235139926,79920.89634869959,354704.9167244417
2013-04-26,293308.25016550755,157063.5703110593,419115.11916953285
2013-04-27,482889.5168451721,347354.39542815427,625347.7070059198
2013-04-28,535689.831849664,409026.27446205757,677655.5155044764
2013-04-29,324673.6194214345,190933.22445499574,464351.84716331406
2013-04-30,276129.0867345667,139292.64970233574,418816.61286609486
2013-05-01,298699.02826306544,161401.1709266808,439198.92192839074
2013-05-02,209798.82200414827,52270.00963671349,354060.12871511036
2013-05-03,283497.0848048577,154312.8830261904,430434.7997782982
2013-05-04,473686.36382024136,335475.8924033352,620740.6517403792
2013-05-05,527301.9546061053,401324.5664685163,663403.1859142134
2013-05-06,317281.80850435165,178892.05149450005,467764.2820482001
2013-05-07,269884.59017243073,129656.31449943321,405993.44620577927
2013-05-08,293721.5085667556,150056.78279908004,432388.84465857013
2013-05-09,206175.34177749662,65383.99003475584,347256.4492729456
2013-05-10,281282.0902624418,134373.32468810296,417159.8640616331
2013-05-11,472902.60517977644,329691.85884991765,605986.6715701725
2013-05-12,527942.2552777041,383028.4026713606,664011.7580638124
2013-05-13,319311.57200898224,189314.65249411322,461969.8640064708
2013-05-14,273244.915435374,146370.52059021004,420417.6496532984
2013-05-15,298332.7710512317,161700.3135191978,439664.59478494397
2013-05-16,211941.09017519347,71293.8521177972,345158.59230863006
2013-05-17,288093.1061699335,155802.70306596014,436263.70144674805
2013-05-18,480640.97630361177,339832.0666817683,611097.4983905773
2013-05-19,536485.3208945768,395804.7422164942,680256.4339338549
2013-05-20,328535.6122700023,180375.38592534122,476127.3252769817
2013-05-21,283028.47298062546,149877.06152125826,424514.12861424964
2013-05-22,308559.51363045775,176512.81974912022,459124.3868334724
2013-05-23,222502.14569462946,98113.79733974965,360684.95535444707
2013-05-24,298888.82592834235,159425.73735731174,430905.2246859512
2013-05-25,491582.1072094408,353222.2293642992,625457.3341513427
2013-05-26,547493.5922591132,408506.7534061085,687629.6252267385
2013-05-27,339543.76640715695,201295.18554801363,479684.006189241
2013-05-28,293979.79050326865,164958.54522568686,435616.63152929326
2013-05-29,319406.9032324718,178846.41001616485,468189.552792691
2013-05-30,233206.88369999354,88827.91256383569,366361.21100125054
2013-05-31,309419.0424660854,166027.10407181495,443932.6231287111
2013-06-01,501911.1231571033,362495.8271645586,631379.3149946977
2013-06-02,557598.2138853491,413601.05351358285,701960.4593219254
2013-06-03,349402.64289245225,217460.83126925645,491478.72245775646
2013-06-04,303571.9333584934,159187.39871712297,446856.46245817223
2013-06-05,328710.4563396056,185120.64533498784,459889.06605498056
2013-06-06,242198.21872334572,111107.2862985842,393974.2051505718
2013-06-07,318072.2372820992,177898.72282898964,459074.08945469407
2013-06-08,510197.86140849546,370534.9438699533,654171.1099715086
2013-06-09,565488.122567802,431323.6464382837,711779.8986924355
2013-06-10,356864.0628481592,213955.72300063647,496691.64764787024
2013-06-11,310573.09555521526,170972.7144126443,446413.2519947792
2013-06-12,335221.0157137839,198926.1331311248,483559.64898192923
2013-06-13,248191.07808239976,111402.79903280741,396115.6192003947
2013-06-14,323525.576602665,188917.1289753834,461848.58804377675
2013-06-15,515097.2748785653,377228.71815492853,654554.4354846817
2013-06-16,569828.755253391,438880.56777926855,701245.2697062498
2013-06-17,360652.63358751783,221017.90384416122,497140.94819507055
2013-06-18,313829.69155603624,169923.66026563942,443137.9734944301
2013-06-19,337980.54794520035,207482.29389601413,479850.88177250867
2013-06-20,250504.29473727802,109786.77484252905,393475.70129774895
2013-06-21,325459.54490733764,192229.71899446112,467369.6059469478
2013-06-22,516735.25766262924,382019.3660982716,652269.5307402372
2013-06-23,571269.4296417346,440755.4904220077,717913.2470223431
2013-06-24,362008.6220761009,223927.00712194346,505120.5179549954
2013-06-25,315225.4011650199,163706.1961874277,458046.0620579213
2013-06-26,339549.3397545511,205879.87325049404,471997.8007029111
2013-06-27,252385.0330865185,103515.15961626761,383803.0191055054
2013-06-28,327792.60190293234,189603.59350138454,467831.2935418545
2013-06-29,519658.07341370406,375574.7746680293,655290.2440298259
2013-06-30,574911.750946446,432979.78826071596,697715.0621588064
2013-07-01,366487.56119231833,227011.34472727097,515426.44960386533
2013-07-02,320640.47111126827,190650.98111778288,468670.88386428775
2013-07-03,345977.63259161473,204959.85192748348,484410.44653421943
2013-07-04,259876.71237820966,122749.71550645016,393046.47851992724
2013-07-05,336366.8796609416,207504.56119770563,469475.5492580028
2013-07-06,529299.8351841862,395632.17484627856,665231.2488547154
2013-07-07,585568.9802726388,451330.7054762475,722543.0300023542
2013-07-08,378069.69677059434,238067.93533029046,508071.97777471365
2013-07-09,333017.8068816313,198336.92799092963,476422.15883338527
2013-07-10,358981.8434285722,208290.8794558061,487681.6167437647
2013-07-11,273302.5566549891,130928.87333246692,404957.5643390011
2013-07-12,349975.0956944295,212257.69197232107,481578.08197503083
2013-07-13,542821.2123882109,411659.51822023466,685264.9556390197
2013-07-14,598709.548884023,453080.4030703542,733794.058220631
2013-07-15,390516.94338295195,266114.1992477418,535680.1534277527
2013-07-16,344447.7878994302,203322.00587204032,490621.6391779689
2013-07-17,369067.03609287244,228773.12486873547,510357.1948633491
2013-07-18,281720.2585547699,141498.0674607646,418637.5846725439
2013-07-19,356416.15969069395,217511.61470443578,500095.46521648526
2013-07-20,546998.8854975998,401564.49171074637,677447.6304925404
2013-07-21,600368.1716323193,470079.11879739317,742342.3173049528
2013-07-22,389440.26096013095,244939.65034166377,528689.4959618003
2013-07-23,340466.6265267398,219733.96320975028,488003.9110396554
2013-07-24,362066.1074016986,221960.37031246047,497001.19513218675
2013-07-25,271643.87146902096,132541.4399166548,413286.20154990477
2013-07-26,343272.6429150023,214045.2759729113,488857.2203483636
2013-07-27,530863.5537639387,387990.7154003504,670990.7998170294
2013-07-28,581384.7045648252,442367.4468432308,710888.4407756432
2013-07-29,367820.4039195386,222184.74708484867,502644.06828123145
2013-07-30,316488.1669244842,189370.25808844727,457166.4307278759
2013-07-31,336069.1266005787,199269.56767605554,475206.7467353683
2013-08-01,244025.32013123823,107534.81590371364,383324.93517362437
2013-08-02,314479.3351821156,179790.2554444664,454150.8620816799
2013-08-03,501383.72154811874,361764.3021106175,633602.9316455458
2013-08-04,551738.2961358273,417429.25838499126,689321.208234447
2013-08-05,338551.75931016845,203992.61711924113,485521.1609389021
2013-08-06,288147.68710701243,154248.9604411509,435295.209958588
2013-08-07,309204.67727063684,171087.33238035176,447478.1817846868
2013-08-08,219170.03267366113,72321.03845053204,358208.66824041295
2013-08-09,292139.52704112866,138771.4320731722,430845.53783989686
2013-08-10,482027.25085611804,343521.9086116547,616287.8706564456
2013-08-11,535783.659045584,395222.9111807381,662995.6016320216
2013-08-12,326354.8135776021,189991.11293861776,468635.83635457343
2013-08-13,279999.91052814183,147823.91272827797,423154.3381435715
2013-08-14,305322.74073964707,164266.14184819662,439674.1680605889
2013-08-15,219690.52635271725,81731.82612874132,359553.6531750869
2013-08-16,297115.5847499672,149604.80032703446,437667.9456762294
2013-08-17,491427.17791980563,344094.82706652186,636342.6436348946
2013-08-18,549491.6156770218,411147.19010097557,683796.1963524056
2013-08-19,344173.5506522598,212897.4530149824,479475.35297196766
2013-08-20,301655.498869822,150832.49771844657,436698.5981214793
2013-08-21,330471.1803666025,191116.47544987104,473561.481863664
2013-08-22,247926.07012363095,114238.49033393722,390978.59742126404
2013-08-23,327980.56298739277,195377.70539356337,460032.03326395294
2013-08-24,524423.0683143842,390538.22456839855,673747.9858933577
2013-08-25,584091.0673330755,435232.77019278106,722470.2143008071
2013-08-26,379833.0436120303,244245.22624446367,514758.0653007934
2013-08-27,337828.30170665245,202655.30216440174,477118.2727036676
2013-08-28,366620.2590849385,226798.17985452787,507866.9297207118
2013-08-29,283536.6019867278,150030.95672172034,419362.4443468615
2013-08-30,362571.7190822392,226148.0375183693,512201.63003011147
2013-08-31,557558.7484384285,428351.8839102181,703929.2062696551
2013-09-01,615389.2996587695,473352.05798004434,759366.1151728806
2013-09-02,408973.7987746904,275757.9674636858,555613.6116511188
2013-09-03,364559.5154588922,223635.11970951495,498047.87676352204
2013-09-04,390761.9082482296,251786.5690462261,542269.374160281
2013-09-05,304982.73364033847,161067.74346125597,440321.1656919435
2013-09-06,381290.39125017554,247255.07251777363,527860.3992142066
2013-09-07,573589.9002460453,430502.1822811759,713285.3972239622
2013-09-08,628840.6283371231,492229.6052264315,777366.2540045627
2013-09-09,420014.7782359514,281889.09161439136,558781.8985977189
2013-09-10,373413.74481766555,237131.80581720386,515626.7026783572
2013-09-11,397698.0269512405,257013.12129411934,528662.9769715328
2013-09-12,310304.1814569638,174437.9695799852,453880.6887813242
2013-09-13,385324.3249099921,242448.16668066656,524999.2453957818
2013-09-14,576675.6030420093,429471.17181283614,727753.2245412695
2013-09-15,631317.763708519,496450.98959083966,770438.2957981006
2013-09-16,422211.84277799964,272699.3396706316,569799.3539165102
2013-09-17,375637.0700815973,225867.05707932322,508426.2748314159
2013-09-18,400221.66297713516,264973.11871332966,539505.6825380147
2013-09-19,313360.96860565455,170538.17079688804,440265.57593741943
2013-09-20,389098.42496978235,245712.6865450563,523809.5138073153
2013-09-21,581296.7167668064,440151.6735705744,722133.4267405934
2013-09-22,636857.2111635185,500747.5175655798,775433.8777625031
2013-09-23,428680.62656210014,282877.2565233116,577648.3890234362
2013-09-24,382985.98131690826,245106.38833106103,526759.5813564957
2013-09-25,408343.42767701065,274506.0971844213,546355.4274480977
2013-09-26,322094.36945530627,180810.5443986255,460285.04536411015
2013-09-27,398234.2725972428,259901.3634263668,530851.7844491673
2013-09-28,590586.8641523315,448891.8193576898,734845.490394925
2013-09-29,646020.8667497139,518319.60493683646,798947.285048989
2013-09-30,437415.9473996959,293155.68060873164,590641.7535599751
2013-10-01,390981.11873334984,251449.3049582347,533708.6565846059
2013-10-02,415288.0555745521,281478.7447358891,545522.1215675636
2013-10-03,327691.3304283698,190462.74456883429,469064.92581760953
2013-10-04,402210.9701680296,272250.3671548896,546036.7655128617
2013-10-05,592704.6566293542,452575.78514232585,721912.3739900577
2013-10-06,646087.6194377458,499493.8630003267,774629.9233096716
2013-10-07,435293.15483294724,302497.5054397172,570287.6708585852
2013-10-08,386590.8165267709,248551.76841647082,533747.7686370466
2013-10-09,408617.90143325465,263942.3981802366,545383.7556043686
2013-10-10,318797.66455498105,189994.47512119677,470796.7442894518
2013-10-11,391219.7252231016,247154.37841516113,534015.5354458172
2013-10-12,579810.0519756161,445248.2337845752,703755.1510418357
2013-10-13,631548.6417370613,490491.14313827065,770282.0529421805
2013-10-14,419427.8952069419,280900.40747474483,560329.3385863698
2013-10-15,369768.80139802856,235353.29112431986,500540.695933373
2013-10-16,391250.6178377503,256129.61952396494,531585.6627437642
2013-10-17,301327.5392162644,163918.94417723847,437237.866127616
2013-10-18,374107.86819818034,241125.25384751864,518338.57474127907
2013-10-19,563523.1186067159,414973.9826607862,700614.3726479122
2013-10-20,616545.1995924867,470987.8388713699,753973.372428562
2013-10-21,406144.7045395684,259940.5737259616,547368.0180161549
2013-10-22,358607.4276260863,215225.65486125206,505107.1592573668
2013-10-23,382564.7921791678,242079.08665436922,519660.45526288863
2013-10-24,295411.6687956104,158931.87329949907,434307.8737134479
2013-10-25,371187.0699639229,240760.77827343682,503755.32919332903
2013-10-26,563745.1128514529,429519.8807833305,705439.7106408094
2013-10-27,619974.3497471748,480494.1180011752,759898.1857686485
2013-10-28,412758.43148058734,266191.63126444386,552195.1907508658
2013-10-29,368295.16059680626,233648.01314651623,494370.9662381803
2013-10-30,395129.546369528,248271.35802173003,524757.7634252833
2013-10-31,310574.26368415484,172559.79461497758,461603.6690082431
2013-11-01,388592.92485013144,244766.52749652218,527016.3307507766
2013-11-02,582973.4788237838,442726.37287169497,714681.822273597
2013-11-03,640549.7628700095,494729.3010790946,780747.8609009222
2013-11-04,434164.1024940332,312188.95704806736,579151.1218689561
2013-11-05,389987.95389277855,265183.9489182704,530355.0976263555
2013-11-06,416556.1474406706,270958.97877641465,558035.6996119602
2013-11-07,331188.09124950354,197065.77215749814,482687.3650829928
2013-11-08,407871.3128583698,264698.05076545535,561746.4847493736
2013-11-09,600434.6355913811,463945.0370835828,749841.8817892082
2013-11-10,655769.0104363819,510396.9271450106,779663.7230932816
2013-11-11,446788.90919008007,298435.83832323994,592604.038974864
2013-11-12,399751.2970569816,262656.0699875562,532499.1721265076
2013-11-13,423287.78072408616,277334.6916714416,557242.996428908
2013-11-14,334823.341137371,206115.98060909414,474277.6337443945
2013-11-15,408457.0907092549,270478.333777592,554374.3559345456
2013-11-16,598132.4230666118,455265.11875610036,730030.4737300394
2013-11-17,650854.6558084424,522027.0444079906,801219.7112092946
2013-11-18,439649.1575503428,309777.02495471854,583481.4546771162
2013-11-19,390877.0666189571,249053.01644213343,522120.38785681996
2013-11-20,413264.2877571201,279007.8850069674,553571.3513856033
2013-11-21,324317.2651241458,179912.92502239248,466147.3593565101
2013-11-22,398201.05648826616,255548.53298419694,543433.136073212
2013-11-23,588907.1559088503,456044.499451363,736149.8958090832
2013-11-24,643469.235773678,509436.0060405189,786522.6049394243
2013-11-25,434919.8595752404,298461.72872002574,576021.6338237128
2013-11-26,389605.3204641625,253866.83680899622,535144.3579074237
2013-11-27,416214.3258570326,283042.0240300618,547711.5153482475
2013-11-28,332194.0453869423,190164.48065321037,463926.613616999
2013-11-29,411629.0505925954,276470.1859244319,544760.5615794655
2013-11-30,608410.5810363328,462913.1128664006,742602.3272857375
2013-12-01,669454.2796952687,532489.2408802434,811406.5213902387
2013-12-02,467659.40561404824,326495.0550884334,609636.9989154213
2013-12-03,429226.6214056305,290682.3468063749,560105.0559247716
2013-12-04,462690.00569345086,327157.7889319606,604032.6350396269
2013-12-05,385336.72658143064,250619.50797679994,533697.8447960495
2013-12-06,471089.81447533634,327470.66293697717,602171.1936003319
2013-12-07,673681.3722662588,536288.1421328126,825723.6916988048
2013-12-08,739874.2650099604,599353.427621809,869900.7553237153
2013-12-09,542425.1949842022,409932.2105753151,682586.7873707934
2013-12-10,507406.15894013544,365349.20790326205,645358.4225224562
2013-12-11,543239.8408875475,404395.65932047414,694457.6775657194
2013-12-12,467122.28640930704,327868.24743901176,602286.1235941338
2013-12-13,552908.2158000517,417357.080217987,693108.1166197013
2013-12-14,754286.244344641,618113.2347124035,893087.2979899016
2013-12-15,818001.9953968216,674484.2158241738,951127.198368318
2013-12-16,616821.9704972947,473431.80794296885,761018.6654158493
2013-12-17,576855.147724782,437344.2117811227,720689.0419139089
2013-12-18,606587.8527690336,458581.96957901615,746886.7986237797
2013-12-19,523305.2570103033,389769.9059152554,663789.6293937424
2013-12-20,600974.8851423168,461305.0396689767,748932.0381058705
2013-12-21,793419.4423176923,665061.3457786518,934582.7127064853
2013-12-22,847537.0034875381,708084.7142047748,987622.0919121215
2013-12-23,636261.5001274826,498287.17070205236,778900.9302398771
2013-12-24,585880.5585969252,446269.4415322895,728234.5600343074
2013-12-26,511292.74993516883,359273.6034243852,653560.6556655277
2013-12-27,578714.7655738785,436625.9737133041,719305.5709335492
2013-12-28,761336.8653762196,625432.2517009656,906305.4895053962
2013-12-29,806229.1434747919,669661.7577411913,951026.8318929401
2013-12-30,586483.8880741914,450168.98740433645,727989.2063134564
2013-12-31,528529.8619765178,395802.01381919166,660350.2359248551
2014-01-01,541159.9990622218,406871.21564085595,676908.5371429023
2014-01-02,441946.04920318775,299763.0626473663,590580.5964518787
2014-01-03,505115.72420872055,369266.7595975833,638030.9606563073
2014-01-04,684719.8122429261,533731.5116641504,818557.2928457358
2014-01-05,727847.4442005174,587966.3500547443,867962.7822660547
2014-01-06,507582.56766378664,377037.4619849925,647000.0675118708
2014-01-07,450318.7796927416,325082.02522099577,589253.1045082888
2014-01-08,464788.2269824077,328684.815997692,601365.9524953032
2014-01-09,368478.07150268304,235070.03301642177,506571.0997236221
2014-01-10,435510.0240870793,301448.6000962332,578838.2522319397
2014-01-11,619810.3488901549,476807.9526306065,749336.4068808553
2014-01-12,668328.445024371,532399.3775268637,809864.6879606437
2014-01-13,453996.97329335875,318211.9183920894,605399.2181397583
2014-01-14,403050.58333501196,269771.97341380693,550193.0354830702
2014-01-15,424058.84812862705,284825.7446252571,568285.1237942151
2014-01-16,334346.7996534518,196430.17936416445,470202.9263885462
2014-01-17,407878.4631933565,271016.4587875768,544366.8790362654
2014-01-18,598430.6914848898,454182.6337168285,735673.0556028641
2014-01-19,652815.3080985758,511006.5776257405,784208.4021225218
2014-01-20,443842.439025845,307886.57127437426,582436.7819280723
2014-01-21,397642.00893321366,267518.0973257963,534699.669460287
2014-01-22,422698.9423176141,284796.90798705263,558528.2074269546
2014-01-23,336275.4102335697,199642.11926884062,472309.9354395351
2014-01-24,412295.4825525524,276402.5624469256,552538.9977143708
2014-01-25,604519.4647481071,461898.9990433806,733415.3107894246
2014-01-26,659765.9233077519,515378.7469433175,801825.565424803
2014-01-27,450874.28968708584,307052.34959606227,586419.8580548819
2014-01-28,404025.0462703043,263507.47889471304,539514.468426964
2014-01-29,427773.0766791595,277084.7709178365,564059.2966162653
2014-01-30,339467.57711424446,193900.5783745147,482901.5071562146
2014-01-31,413133.9569476679,262570.08798241743,553186.787984067
2014-02-01,602645.0861212834,464236.3614416144,733319.8747871731
2014-02-02,654939.9801307694,521504.4277268449,797766.2278300916
2014-02-03,442982.9048988602,304929.33757300326,580805.1410718161
2014-02-04,393080.00054216635,244275.90260763126,529442.8965768475
2014-02-05,413909.10250443977,274399.82138343196,553159.6146172722
2014-02-06,322936.2508473129,173761.91971223944,465728.69848532265
2014-02-07,394294.4054900049,252357.2341728596,527708.6704547904
2014-02-08,581951.8076470711,439266.67229113734,717704.6828844971
2014-02-09,632928.1518829477,486916.57085481,770205.4175276938
2014-02-10,420251.61380372173,282129.66337917687,562118.5736297838
2014-02-11,370273.88259803964,227555.92346894072,510046.41995850654
2014-02-12,391698.91340252943,248676.46729263995,523396.6795857125
2014-02-13,301998.9122317949,164887.17222723304,437787.6027319172
2014-02-14,375293.0782473743,237925.38760105576,522649.0071543096
2014-02-15,565516.5356225956,429163.1115855602,712889.6924964552
2014-02-16,619637.5968327504,487699.77060818474,770448.685309028
2014-02-17,410616.3660265471,274980.14941464155,545452.7844103012
2014-02-18,364721.78266610083,224547.38039351444,511903.7159007577
2014-02-19,390562.76025302656,245424.13976063207,528153.0784223736
2014-02-20,305506.8633410983,166847.91021360157,439259.83985061786
2014-02-21,383561.9707127607,252806.55327754127,519499.79597236274
2014-02-22,578548.2748973608,436909.2414023095,714474.2284093895
2014-02-23,637318.674917951,496053.4816266902,784490.5660596367
2014-02-24,432720.4854532604,290885.3422745321,569361.1220228387
2014-02-25,390915.47895944124,245845.83685635592,523853.7801919
2014-02-26,420413.83599153365,279114.39096884086,565350.4399431052
2014-02-27,338495.3735561164,201899.86759326144,479038.57031105895
2014-02-28,419093.43409455946,279445.43525250367,566050.3271131212
2014-03-01,615968.7297983889,474459.961491605,759991.4573052144
2014-03-02,675931.1548086603,535739.7917612735,810023.2527518729
2014-03-03,471802.4563764408,335318.09449048026,611694.6828505509
2014-03-04,429736.76231453446,294742.37161772756,569087.0314417864
2014-03-05,458254.5340399321,321541.5749094101,606247.472457753
2014-03-06,374663.3222679001,237440.29059366396,518691.8141774451
2014-03-07,452940.72804499324,323868.7606522417,586587.6018326523
2014-03-08,646906.8959344362,504566.3944480767,785307.9684017815
2014-03-09,703444.5950356005,561709.9948292616,840475.9890163138
2014-03-10,495459.82163820084,345320.8937404268,634499.4117779266
2014-03-11,449200.03176015953,308716.19158356905,587545.3581878847
2014-03-12,473285.5396142226,326073.812983235,622639.255003768
2014-03-13,385127.6306173738,247105.83306738714,527856.0385558583
2014-03-14,458808.81503547844,313211.8436469912,594269.0195558616
2014-03-15,648252.6328170653,509332.5099299317,792631.4525496605
2014-03-16,700441.1371602698,552557.6202517861,841612.7737208236
2014-03-17,488373.0686864662,347191.41525045177,626281.656952921
2014-03-18,438379.84078735305,302579.32055359165,580593.4317152943
2014-03-19,459155.02764040726,320720.9966495335,594226.0023396998
2014-03-20,368170.8498162255,225984.4922507333,501423.73373879754
2014-03-21,439557.17049430404,293315.2822883492,585436.9728453541
2014-03-22,627270.4290331551,479991.5845015547,768654.4769225962
2014-03-23,678310.654514993,550700.6952707822,820658.5338761937
2014-03-24,465679.5749253221,321895.07948155125,600953.4409173586
2014-03-25,415696.93509199563,278434.84281977644,556018.0268362925
2014-03-26,437030.696697778,305032.9858351576,574984.017685197
2014-03-27,347114.58706045593,197166.96611879504,489226.0919075217
2014-03-28,420028.47243256704,292902.5786668661,564050.8762035129
2014-03-29,609668.9374910677,469423.29042774613,758783.9397480603
